AG359J14	AG896J04	AG898O07	AG900B21	AG905C17	AG915K04	AG918E15	GCA002480175	HIMB30	LSUCC0096	TOBGMED626	TOBGMED759	TOBGMED814	TOBGNAT109	TOBGNP1444	TOBGNP1472	TOBGRS469	TOBGSAT133	TOBGSP353	UBA11144	UBA11194	UBA12265	UBA8357	UBA9601	UBA9605
S0144_283.3M	112087.680017967	67174.9935825229	131321.754212683	117513.260413181	87904.7909965234	48261.9559561866	27945.5527311097	5291.71154402702	129254.266249206	88521.3538812638	0	0	0	120964.518274461	1854.48626145498	0	17313.4931295503	6244.15535154898	12843.9747181359	0	0	0	0	0	25502.0526801779
S0063_283.9M	134508.745834411	50265.8509668741	103403.806505745	114340.226893388	70102.0672418419	7435.14508660447	25831.4320210872	4347.89871862563	168151.404080956	91742.7197400944	0	0	0	149084.50780873	0	0	2667.28380198678	23087.1045628791	3957.43660305499	0	0	0	0	0	51074.3701337205
S0137_284.7M	87700.2042492237	48070.626866341	117888.832984198	101939.369923421	81883.8394618743	48740.8876902029	15052.19886067	0	189133.510721471	127435.355928142	0	0	0	80387.9587792028	5993.24613695535	6615.83612375598	11190.5952578446	18834.277720236	10377.1464181981	7547.91363552646	0	0	0	0	41208.1992427362
S0097_284.8M	106965.496354344	32624.9832314113	69448.505638538	117750.295461672	89069.0173602658	24611.4318856461	19001.3038613084	3198.26421715051	253890.484479988	111258.869279144	0	0	1793.98113376097	78773.3406221747	0	6959.64277643268	17658.2091802231	20756.5211247223	0	0	0	0	0	0	46239.6533932181
S0112_285M	113242.916315779	37569.4178245003	108719.97791787	109351.435493951	87504.7443900272	31998.3364286864	18822.3831487396	0	263893.411991379	107726.960271154	0	0	0	58523.6943443093	4683.99900151929	0	4372.98384017137	5257.09249688013	3244.08791834817	0	0	0	0	0	45088.558616686
S0129_285.3M	78654.1433484004	54834.0260905263	78742.8488310899	113875.239720262	88639.1167345779	11490.375408951	17742.3333709665	0	145888.275659382	132839.349948514	0	0	0	181721.772640431	2354.78709612233	0	16488.2281919472	21143.1873845567	0	2965.6265111469	0	0	0	0	52620.689063126
S0104_285.9M	101123.194363779	65033.415007871	90157.9253147755	162725.365493314	78329.4840776635	26453.6535956335	14853.5234298049	2812.63219801962	113070.033866402	136339.701112908	0	0	0	92366.9503773911	0	0	63841.7049623773	4978.30774932169	2560.0443643481	0	0	2148.25784296958	0	0	43205.8062434211
S0120_285.9M	101302.627213115	45400.8215174718	109939.30197554	121378.467900701	79732.7328929268	42282.9497427824	34276.8652773023	2472.60787603963	75494.2692171712	107166.564456129	0	18307.1326984182	4160.83060650563	125383.18439762	0	3587.04313236543	42472.0367631481	4376.47089405753	27006.6702475564	1636.96266132007	0	0	0	0	53622.4605298299
S0071_288.8M	97028.6059405478	47047.1652145219	117686.4642546	115419.0393799	112850.862792707	41978.7769768566	38302.4866803361	2231.65505913483	174886.092924296	75087.8288812765	0	2753.85391678814	2503.57494023246	88376.270103642	4692.51615063194	1618.74493550911	31487.9735820701	15799.955191477	0	0	0	0	0	0	30248.1330754724
S0055_291.5M	121621.498134003	49460.1776265815	65803.3944496327	123523.918444058	106603.06555198	34979.4947807217	6001.33044163094	0	124908.570103116	119244.756081944	0	0	5099.46385863908	155863.378948937	4779.02940544809	0	16731.3910252887	16091.249990618	0	0	0	0	0	0	49289.2811574012
S0078_300.8M	111372.825314928	40560.2859080545	90451.7558585825	66224.2466589624	110733.077900974	20398.4107681687	10499.088474946	0	323737.135128945	85032.8597550807	0	3679.93496828522	0	64328.6748116791	5225.45094793727	0	15855.0718676412	10556.625253795	3619.09178089616	0	0	0	0	0	37725.4646011238
S0236_349M	91803.4101523456	57099.008039008	133567.186894336	73600.7501134926	68633.6727699788	33133.8418951985	29844.554934739	3229.31579324139	85451.8259090151	116022.316883192	0	0	0	129444.426922214	6790.30410781798	7027.21314040663	37640.3736656442	1905.27670720924	32332.3855615027	0	0	4933.03247053845	0	0	87541.1040401192
S0079_374.3M	118134.48586809	35644.1416339298	63622.1968790116	113864.634762546	103546.647049766	13639.3507776229	13538.9408130503	2278.84940194393	228449.040712608	116963.027982038	0	1406.04577881013	2556.51975959151	85843.0177676652	2395.87600684702	0	23765.9049429726	22856.6242407832	2074.19781824025	0	0	0	0	0	49420.4978044833
S0145_389.4M	125960.060989502	46770.2448939838	71113.8540931845	109090.673472376	98405.2416771107	30801.961124574	28104.4801841812	3274.95736299449	146654.640366152	106456.203407766	0	0	0	147090.067413678	0	0	16072.5744398642	3864.40991238814	8942.55154995122	13008.8955210089	0	0	0	0	44389.1835912848
S0089_414.2M	108020.161913525	39935.3469386296	85010.0104993807	133839.555858239	172147.800991795	40168.2381071052	0	0	191249.462653197	80373.7945208984	0	0	0	124784.369062939	0	0	0	13858.629858349	0	0	0	0	0	0	10612.6295959417
S0080_499.6M	144952.058479168	31438.9793239528	134445.274326864	139304.396136093	74114.0465866118	12352.4696022029	19073.4963686466	0	216136.730737125	79092.5288571208	0	0	0	89305.5560062441	1518.87653741155	0	3545.05976152097	5114.13929374681	0	0	0	0	0	0	49606.3879832915
S0288_999.9M	72768.4704088118	29592.9710392887	134987.761734546	38145.4063981381	127565.309425161	37206.9356511895	0	21757.7445977819	132862.557313724	24816.1461368821	0	0	0	210154.463453498	91500.3127463597	0	0	0	0	0	0	0	0	0	78641.9210946209
S0321_1001.5M	101179.27777376	134842.783742809	134172.459349574	97130.5998137589	67315.2366825768	180755.7567042	18286.2333641333	0	187703.387471739	32426.4329611795	0	0	0	17602.6826448027	0	0	0	0	1327.02360990888	0	0	2227.14021482866	0	0	25030.9856667292
S0425_1001.5M	137004.859097126	74288.2332549734	127074.124084092	167575.975308791	90065.1089611146	40863.2986166314	31548.5891839898	13654.8000168371	100753.66039788	62296.808598861	0	0	0	112106.04042509	14356.0200646551	9904.59447671715	0	0	0	0	0	0	0	0	18507.8875132421
S0259_1008M	102902.048217491	9846.46660251088	127257.653291714	114229.058878824	143251.179668255	18569.7905484796	28673.685829576	21718.3572318838	125254.149241541	99084.8889685713	0	0	0	150338.052961456	0	0	0	0	0	0	0	0	0	0	58874.6685596968
S0361_1008M	118912.442767819	58030.1735947388	124181.89264798	121897.966038433	113493.296856757	64853.9871744925	31294.15434476	0	147958.772900284	82907.4783316985	0	0	0	97683.2563709736	1661.36142962321	0	0	0	0	0	0	0	0	0	37125.2175424406
S0437_1012M	37460.1117873005	24755.2751234314	63698.8597499015	85910.4762228224	127233.103547852	21547.7658942401	24029.7699390962	198809.921937483	45597.0946515504	20759.3392466809	0	1727.68093671242	6282.65525851176	110888.959058431	67710.5364712669	8124.39541380077	8588.93901407934	85907.4031595238	12743.3689697386	20391.8165912379	0	0	0	0	27832.5270263394
S0335_1023M	142520.887420195	44259.9013629873	118570.716294301	92368.4681121462	113565.17584387	10599.5266804233	26596.0018731888	6198.35496618366	212905.903292247	100742.279049129	0	0	0	73339.3871106093	0	24728.0851846254	0	0	0	0	0	0	0	0	33605.3128100943
S0081_1055.2M	70746.2105725763	44754.2240385872	74529.3176886537	115376.591401974	73493.4680457059	48230.5901544341	14480.8692569945	3133.79106465037	333291.172294299	71485.9177368477	0	0	3515.63327193796	81725.6805906288	6589.44361646952	0	9612.35609024839	1848.91769743762	0	10373.4583451778	0	0	0	0	36812.3581333773
MAL082_2150M	47796.2619264834	28184.3003047077	104918.526071938	45098.846869512	65983.2701562139	37879.678786798	21697.9623511269	1429.10638891097	538150.523834442	45639.728847975	1321.61395429528	0	0	26916.8302720046	0	0	1753.41357705911	0	0	946.124058072728	0	0	0	0	32283.8126004602
MAL062_2400M	28901.45164026	15235.9402159742	62438.2854324974	178996.927218394	217203.206798434	27730.57550604	15775.3803500419	111699.684867405	45494.2774297765	13019.9557224189	394.643825431203	1843.09250359048	29801.5011907747	163121.394283761	9982.60726522095	1547.69940911524	28666.1378727247	28324.7001783732	3884.18408904104	9040.63136190264	0	162.970397095929	179.424436400251	0	6555.32800532622
MAL121_3008M	37265.8900802934	21959.330254945	96875.1826524885	52225.8737191611	43329.9432510345	28386.9632638266	15311.3249384184	1364.38613471959	633198.128407761	33976.434824517	0	280.607889775882	255.105354932469	10103.4250131425	0	2639.10934516604	2790.01058695564	1609.95906783785	413.952576456426	4516.3836526641	0	347.3677571273	0	0	13150.6212287771
MAL118_3103M	34662.4187663677	25629.580527293	111712.884878567	55060.9784853658	51557.5530023081	40816.8207498076	11609.9442629211	1256.24846639152	524839.107818712	55164.1254618499	0	0	0	15774.0655334015	660.380531661798	8201.04904182928	770.664498536436	0	0	27445.6176981328	0	1919.01779588834	0	0	32919.5424809665
MAL032_3199M	69911.7025929541	16629.5702474061	68922.4351714702	78827.5194937044	67637.7606134388	32036.7369919224	11976.4753175171	0	558353.509338646	63203.5431539259	0	0	442.46422869906	10285.6832412173	0	0	0	232.69774736027	0	2350.0152044014	0	301.24378763617	0	0	18888.6428697006
MAL053_3500M	62452.7193152839	17913.4479622058	78726.9368573226	73699.7346863533	57914.1207840319	56768.7698501829	23581.6058680329	1623.76860850888	532313.315086956	57824.0378369927	0	890.544147531745	809.608671447433	16032.2399036359	189.68384495942	261.735711519804	885.444668626174	851.56766070368	328.432536780584	955.553799788122	0	0	0	0	15976.7321991368
MAL081_3501M	67276.4899000227	26013.9802331984	121390.132949524	72845.551319691	81203.008625755	30451.4450252142	16544.1425906546	48805.1703665722	365149.319491783	57922.233760917	0	0	739.890824242731	45866.0514312147	6933.98385378673	0	23466.6942871016	10117.0757771785	1200.60087751911	2619.80453075994	0	0	0	0	21454.4241548643
MAL035_3662M	65482.8354621958	18862.9875931509	75358.0537919496	67699.011036502	59788.2151148577	33481.7487795417	20464.3056750304	271.935313299681	568741.497441846	57689.7977011813	0	0	0	6303.78792475163	0	0	0	1283.52146762948	0	0	0	0	0	0	24572.3026980639
MAL097_3818M	56840.9660478772	20836.6740777926	95046.083477702	70083.9502868286	54032.264824466	42980.6577894989	14537.4459123378	2633.09431378006	532307.584110009	60064.3628196838	0	0	0	20808.5099923531	0	1041.78076699437	0	0	1743.00352105267	8874.52837147689	0	0	0	0	18169.0936881474
MAL043_3900M	67880.4204273705	31055.7748105215	139561.641382654	79172.3505430047	66191.7537954758	52929.1627466904	18757.274845396	8625.89330357458	438946.47806812	48613.2783849851	938.480408763254	0	0	24014.6346843178	0	0	0	0	0	671.844368678979	0	1550.20314548983	0	0	21090.8090849585
MAL026_3907M	64384.274925878	48657.3832368103	121425.400308103	74250.8603187469	70777.3679307435	67760.4331338388	18002.9911242549	2887.63100711196	410950.856125913	49403.0110105171	0	197.96254221039	0	5578.23024554818	0	232.72902071532	787.315836384744	0	0	28463.4481436834	0	0	0	0	36240.1050895405
MAL074_3996M	40625.4070703631	14812.1601394787	47642.2553684666	58013.0660665771	41748.2225397942	30083.5909703364	11060.0452033578	418.861415576267	668426.865805431	46818.4353036279	774.712220219398	0	0	21037.7090057413	2642.22817422803	0	0	0	0	0	0	0	0	0	15896.4407168023
MAL059_4000M	55326.0380412106	23062.0951365458	115460.449405143	78305.5123020452	40613.809902587	43139.9931405264	14742.1397005558	4962.73921333679	494135.194607806	58961.7933723567	0	0	0	43140.8509625705	0	0	0	0	0	2737.9387800844	0	0	0	0	25411.4454352321
MAL020_4001M	50168.4240104315	28590.7578258989	172622.070983357	63330.8600116451	58032.8899757155	66309.7479631604	21016.7181695736	816.345003410595	458824.865505519	48882.5108969633	0	0	0	7687.81809062746	0	0	3004.79465416555	722.457891838913	0	810.678253285395	0	0	0	0	19179.0607644078
MAL041_4001M	69520.668098686	31484.9250330917	82067.3560421677	70401.0580774119	52626.4654136396	29083.3492340268	14969.2375659133	1889.69572356188	537540.480257253	67892.6714168895	0	0	0	16427.033150504	993.368987099638	0	0	0	859.996001404576	3753.15637878048	0	0	0	0	20490.5386195698
MAL065_4001M	47671.6708362487	22747.1559691158	112407.435249494	57975.8812329757	45684.8609811221	38999.6772882385	13549.3995205351	3420.91468827915	555896.557990678	49856.0696201817	0	0	426.415774605971	21660.8996236669	799.242266355708	0	0	1794.0612371118	0	1006.56830413108	0	0	0	0	26103.1894172604
MAL077_4001M	69215.0854455309	37966.9421285451	129391.441581113	67502.7227785658	49380.9787006902	37859.1441910616	17791.7027315192	0	463373.881840558	63676.8226469476	0	0	0	9297.31770263176	0	0	0	3407.46747975429	0	7647.11636710842	0	0	0	0	43489.3764059749
MAL010_4002M	89831.8962485361	34750.1465538404	167995.748486483	75803.5676795508	69136.6856909527	113148.484468413	20757.9819872139	0	278029.498511133	91158.5971127891	0	808.409055574131	0	12655.2893240055	0	0	8037.79902783224	0	0	0	0	0	0	0	37885.8958536758
MAL017_4002M	62563.561665279	26481.3964804031	204876.733920226	67599.8540652419	56236.8252855308	71812.2818488954	16632.8435670653	2099.70703056574	391840.568593789	62048.5076645224	0	0	0	5715.47665182965	0	830.746695748232	5854.98558560144	675.716943847484	0	0	0	583.175768691914	0	0	24147.6182327622
MAL050_4002M	74568.8104032185	24554.7535853802	145981.193508754	87040.6150336028	76739.2595607848	61127.4254291959	19306.4513347949	541.604345636207	423699.226410774	58684.8784018555	0	0	0	9765.03167777837	759.223407980631	0	0	426.057699868865	0	1195.21053001902	0	275.781000710205	0	0	15334.4776696456
MAL112_4002M	57569.0308707568	17903.1179290198	92134.5606025731	60355.6476087768	77174.2984257471	39824.331113825	4010.40682205939	16200.5816807045	480213.123709055	33491.0749246025	0	0	0	21515.8273240733	1064.53351285124	8813.39483019456	12423.112834539	0	0	38879.6318675798	0	0	0	0	38427.3259436419
MAL146_4002M	58716.2779403104	22840.1359897	105086.869228522	72646.590786464	57858.95179031	55195.6700228172	22170.7579686993	6760.75128552349	507617.881986727	49251.4384657405	806.73948147113	0	0	17062.5142986828	229.288344279362	316.384075544206	1605.47785761922	5661.52570628789	0	2021.36539446864	0	0	0	356.701810971845	13794.6775658599
MAL013_4003M	59613.2447284362	23448.2405384899	145431.593989325	74281.3739731355	53108.4908411863	75618.5213890579	20317.7651804172	584.404498068465	457776.728018983	59434.2169262897	0	480.76862936526	655.612277683521	6397.28878775562	0	282.600968479963	3585.11720806358	229.863403281585	177.307392322544	0	0	446.361791394641	0	0	18130.4994582637
MAL023_4003M	68016.1275008562	26727.9511756531	156888.05328335	69305.3878455897	69330.0622081428	62911.2664782126	20212.6788767623	5484.07979338667	417905.496333547	63592.0482092437	0	0	0	11035.3794689045	240.237741346605	0	5607.15192492151	3235.57377469384	0	1815.33714675629	0	349.056701995765	0	0	17344.1115366376
MAL131_4003M	46993.0294323299	20384.8485657104	120105.741499982	59121.2604746624	54920.1259527453	60870.4395078175	12367.1424281023	3746.90604880753	545313.593138308	36325.5495085535	0	4623.66791682674	0	10857.2241037072	0	0	0	0	0	7441.7929629784	0	0	0	0	16928.678459469
MAL134_4003M	45768.1836271255	24087.0026050668	127074.637305449	66800.674171256	64107.7382186542	54603.5802531702	21964.0472406476	1073.30739290097	496745.922617589	49885.2550841011	0	662.22863514666	903.06479524041	14254.4860341732	282.106337131073	389.265110526643	987.654822100713	0	0	11013.8547326933	0	0	0	0	19396.9910170275
MAL144_4003M	68262.0440779324	20635.9969228554	87905.1232389459	79799.5396955552	93190.7610020723	47360.6963656412	22892.8180725755	12041.489594226	456258.253207119	48069.4023438818	445.430817515489	148.591526935523	6889.43994662837	12095.9030676275	632.993035452326	0	9898.62385982072	12930.018439025	657.606371620711	1913.26435963576	0	183.943172378148	202.514693599209	393.896624423805	17191.6495645328
MAL067_4004M	41561.1822530675	25352.7150398511	118858.303046062	50381.2147326477	58058.7171855959	37188.3233731883	17431.8712778136	4660.041551464	539088.907737921	59351.7877346977	0	0	871.308732722209	9002.11441969732	0	0	1905.84834210586	3665.86162150866	0	6170.25780259573	0	1186.42966287895	0	0	25265.1154861827
MAL109_4004M	66001.2128091395	26840.9101942904	88824.8768592501	50879.4025932029	69761.5627329975	49627.6442436505	18391.2572513651	17412.6504568791	464305.315773446	38396.5394218294	0	0	0	29152.2255100793	0	3368.09993706833	29909.7457997649	10958.2485621511	0	9222.28191820969	0	1773.27903910161	0	0	25174.7468975751
MAL007_4005M	102422.508215028	30205.9875891941	175009.884134666	116806.758339728	88746.9067518411	68759.5800059502	21604.7542127869	5143.01061316647	288835.725336452	64258.7459440357	0	0	524.515423725878	8580.31200241755	0	0	7457.40778857953	2206.7963851558	425.558513069899	0	0	0	0	0	19011.548744203
MAL103_4013M	68927.4488594124	22084.9762090313	100740.189366585	64599.5178387605	49431.2250835133	25631.2722444968	9894.33679707292	0	555517.581365822	44875.5625724967	0	0	0	12667.5588849534	0	0	0	0	0	19846.0305544471	0	954.008734055351	0	0	24830.2914893528
MAL091_4018M	59079.7979640179	23168.0806992658	120032.456142213	70788.0492148488	56407.928928641	39917.5015855951	22072.6269129766	315.443514539054	475781.212745191	66560.0737759012	0	0	0	25593.2614200567	0	4118.56062215565	387.027127916981	0	2871.15177105083	7518.09187463667	0	1445.5939271396	0	0	23943.1417738538
S0438_4580M	66029.0849941261	29450.8494194866	65852.6846717931	69225.2088589495	102682.307502105	34850.1153997261	16816.3121153585	49675.1075692973	356487.565129859	78449.184341513	0	0	0	40598.7715685637	12052.1750609996	0	0	21041.6494986921	2318.66898186097	8432.52688126746	0	0	0	0	46037.788006402
