AG359J14	AG896J04	AG898O07	AG900B21	AG905C17	AG915K04	AG918E15	GCA002480175	HIMB30	LSUCC0096	TOBGMED626	TOBGMED759	TOBGMED814	TOBGNAT109	TOBGNP1444	TOBGNP1472	TOBGRS469	TOBGSAT133	TOBGSP353	UBA11144	UBA11194	UBA12265	UBA8357	UBA9601	UBA9605
S0466_21.4M	45601.3302559218	14835.8632581962	45115.6677704509	57370.3835785629	55958.3489955264	0	14401.0672135454	103624.329260266	22202.6905175525	80867.1145677504	0	0	0	36874.9054484837	57339.8885070094	0	0	122275.449959383	178708.487700591	115542.466685072	0	0	0	0	49282.0062816888
S0478_21.4M	64724.9780687073	14877.5956541325	24361.3867782329	61957.2832694874	62898.9797953593	27338.7298751642	11108.9050417042	80776.6684762476	35110.4215259532	146833.989412601	0	0	0	41448.5769218349	79617.0214849665	1220.66377063215	0	80422.4427723234	163893.988774456	57933.7403663347	0	0	0	1376.21647620305	44098.4115356598
S0496_21.4M	2803.4288622176	11400.7878225603	3466.96479181871	17634.7694527784	15972.1081371659	12900.6830875929	9959.99747209992	211232.485547041	5971.66849992771	35373.8521328967	0	0	1880.71804836911	29956.1941417801	153340.942929108	2432.04448726059	3085.3271979046	51432.9043891897	202944.063825915	178689.718794661	0	2560.90590659592	0	0	46960.4344731168
S0472_21.6M	62843.696231697	20031.0316653804	29406.810528618	66775.9784073565	55827.8122586608	16500.3917233963	10057.2312051328	85825.6951277382	28943.8390493176	121638.311560345	0	0	0	51504.439811792	77952.8850987473	1473.47228418873	0	73108.520109096	137746.773963189	95484.4146623137	0	1551.54393579149	0	0	63327.1523772396
ION_39_25M	24007.7079501666	5324.5629365948	9718.05269139144	23585.9405118361	15038.1290688398	24526.6053619292	16134.2745828989	61390.1830868229	21774.3981270695	10687.448602379	686.504490401104	227922.549914604	30687.621524006	67548.19802312	3784.50683493433	51550.071948817	230217.646937018	102907.964390962	16177.9551625598	6630.05337749934	43013.1958188109	984.212206984333	247.33927391692	0	5454.87717643816
S0378_28M	15104.7629309193	6246.81256415004	34193.6567933107	76495.4770693123	151693.839106692	13090.0877774206	10308.3522859364	270519.810973966	11685.8759471207	13620.0151893232	849.481315471205	1133.51587546745	13911.7278366959	93455.3886566985	98666.9521539789	2887.26887194968	17093.2137068665	109835.730358705	18951.1679973055	29393.0090784276	278.690199501579	701.596216064696	1029.90897235452	0	8853.65812236169
S0064_28.4M	18881.8066485886	4285.79757918074	40185.2524796362	88850.8107914236	142793.469241464	81051.8532504066	21147.6493006869	91905.9775789096	11090.7596512303	5540.74172318252	0	184050.872721553	36381.1313436404	88643.6516714769	4417.17300978886	30475.2342211984	126293.670623961	14717.9343479177	2390.06802561726	3129.18863857997	478.007691962733	0	441.623361430856	0	2847.32609816346
S0317_28.4M	21365.1826361803	6516.48194042261	37871.6041826991	78584.4205387353	168698.182067744	20937.9354527336	10120.8044627169	217836.984761053	9318.84142056786	8864.80753821527	1378.45971344175	1839.36472812451	17080.3023097036	130603.390788623	69848.8547785642	6487.19015933485	21031.5687458565	120858.888770039	21901.2536066895	22696.8393878183	193.814006036417	0	0	0	5964.82800470077
S0284_29.3M	8336.88578886004	5085.57933789655	9279.10848876507	35398.7454630707	53709.4290874011	5967.77642664065	4771.98459147689	306729.889601691	6088.68076911649	15352.8392786457	230.523144485038	615.202804764515	4194.68417273253	153730.530457407	77442.7342571863	16273.0269860598	62391.3599359042	179571.613834769	22915.5561290237	22938.911487816	0	190.391669528746	0	0	8784.5462867587
S0421_29.5M	8752.81378351872	2750.54815324001	21648.9868002575	40877.1001910506	116125.764626787	7119.89697556108	10365.6400123106	369128.359041394	1694.96663892923	10990.0867054938	440.043573184531	146.794392948304	10809.7134950543	156838.626991632	73914.872139713	7593.28435157307	45829.4968036007	73413.3196141651	19706.1403616073	19058.7550132493	0	0	0	0	2794.79033473006
S0269_29.9M	14959.6460007617	4672.97457935053	28420.9101894046	113877.768288734	154307.700762247	18512.6825521112	8644.11982087232	217228.739482156	11281.7493641606	7541.59992027385	119.898266668917	1439.88958452105	14690.2014628292	63302.1927171591	44163.8140670509	19842.9692870298	147220.767446398	105024.574017394	8968.52430883775	12531.6781047964	236.010878044934	99.0253330774758	218.046527386379	0	2694.51703873501
ASE_66_30M	35444.2224428916	18057.3591273243	23409.9357336372	34546.4495278445	29496.9524852891	13940.6414748912	11439.4244710611	15605.5646737431	23515.4795556624	39955.1701855017	14044.0489859445	1437.1050660149	3710.44977738853	65197.0296894635	30952.8377878991	10542.4276627894	3029.21678579218	9014.79937782096	46809.9634041228	20909.7047149134	526859.972786962	4838.90450089451	0	152.38307220337	17089.956709945
PSE_109_30M	13479.2146682523	5730.93088436495	6216.52890955222	14645.8271714727	12269.8758627855	7021.06331668095	3706.75132323662	93017.7408306377	44797.002911364	14151.9484468962	422.767732396975	734.427330037035	1330.52222811288	30734.0155936971	2180.97004915749	560959.043416581	15869.0958232654	13969.3371278248	75612.1937363216	63123.1834925435	12145.2203024875	1726.07897050225	14.5064863173693	0	6141.75338551171
S0262_30M	24693.3658272495	12208.0732601787	27544.0524738596	72843.5346216044	140898.88068432	12130.727622	11085.7552595152	234383.800197517	11787.1337675555	15191.0933838009	535.526281031866	3394.28398078302	12992.845007066	111445.82614126	80516.5443546542	6930.6829665539	11012.6601336289	148278.43889712	20292.5213195262	36037.2890111892	0	1105.74301497951	243.476509601227	0	4447.74528500557
S0264_30M	12861.704791239	4466.50110531018	31275.659067258	91662.7538861233	132875.026377172	18620.4309629871	6503.40140383251	199627.85231342	7387.98360731919	7688.1920018455	0	1706.2511931343	14542.328194696	72285.6000447031	51879.2842173416	27831.9400081268	176115.9100725	120022.634301644	8652.39598493099	11099.2698329868	0	396.035271759614	0	0	2498.84536166946
S0351_30M	15433.433176942	7699.0020063744	33082.9726464443	78313.5485561967	149525.463751056	19570.1828638995	8610.61807136366	316130.217971788	9768.63745172022	13333.5555692574	227.599842355354	1214.80263245379	9939.57765319017	109705.487439796	68956.915703746	3570.37023086034	17513.7723392463	88719.8203913252	14112.5989184996	27210.210306073	896.026942332789	1127.86368763058	0	0	5337.32184744981
S0373_30M	22591.1166961247	7773.78195016811	35459.9551451737	69414.1992415082	152775.820443681	16882.1830379411	12759.5238903211	247950.740702109	9624.40401257218	14815.8116097221	1729.84635384708	1538.82788512148	16671.1107327924	120046.884671452	82487.9736155953	9799.17870618081	21165.2237004042	94787.703582751	21754.9131613116	27932.1605312342	378.341635600157	793.722026559501	349.543548550294	0	10517.033119279
S0385_30M	19906.3531328882	6857.2597038242	24907.5562987328	68502.4299588994	145333.382351659	13171.8301087185	9799.5429823863	277292.799675683	10262.268689918	11500.7552761586	777.078167720571	2419.44229764599	12568.8897684151	122553.676410574	67435.3464444636	5688.69676375395	27836.0893079311	116503.790763665	22179.7781580393	25775.1809813227	1529.62095089925	641.797638311587	0	229.057992953024	6327.37617543718
S0390_30M	15670.2830475955	6220.9502804183	31837.3221890865	75298.6656460854	150270.043243898	13544.6116159572	8247.88802421681	223784.038839579	7493.41175158663	12469.3759239186	412.665559800145	412.984036352224	11513.8226178037	108721.162924214	109193.446171325	4531.45384607938	17382.8788863236	130583.224467651	35538.6372700658	27769.5952004961	203.075415127301	681.65029644096	375.236001262829	182.461074345832	7661.11567037015
S0407_30M	17439.9772374309	8038.01660529895	41697.7425549143	65822.9603016605	163054.948031722	14564.695053644	9408.83157224301	257250.959204011	6722.27641733245	12489.8234738861	1928.9305356166	1501.4371529641	10919.8542670093	101572.327878717	114032.485295577	3278.08333756567	19833.4397045776	103987.415380744	17719.3528907058	21633.9918495949	632.826203478636	531.041840941716	0	284.293765664654	5654.28944469861
S0412_30M	6800.63853441879	1728.52248084835	28910.2794642872	49908.7540093685	112883.816163612	8693.01357152339	8053.74964498491	422436.419312278	3880.24434712678	2899.01723140061	1410.33290412394	4391.08859795731	11690.8938725027	113912.939203125	80969.5404614116	5530.99088775408	23388.9863812644	46187.9398257344	24522.8389493217	33991.1006792875	0	0	0	0	7808.89347766942
S0416_30M	8900.28165707432	4200.41217059742	18480.6622933814	52876.2214579498	74834.0234009573	8539.70712573877	5552.08210341786	321970.02079678	5884.90572983845	11766.2879236468	0	1297.33808974072	12457.7493405129	90185.8031871164	72882.0412870554	12678.0467002042	97065.6678119983	149254.566237134	21889.4570003502	24534.769640892	0	0	0	0	4749.95604561395
S0445_30M	10918.2017828569	5575.98688472503	29202.8676636539	61226.50827932	103044.068301925	9866.81328955182	8419.55475022284	242335.016071947	5254.1163326031	9698.21427387073	0	374.737462199213	14989.9258662888	156044.927817829	113022.589968445	9692.0871789278	51976.5312137565	105171.707098504	32892.3413975	22919.3162342747	1105.61124403781	231.945922582012	0	0	6036.93096497802
S0292_30.1M	11441.0189429305	3513.30352685067	15592.7341894664	71724.1220148966	113789.64989884	11819.1018795821	4700.73727702118	297963.909390405	5186.80111603353	7883.06143241951	258.249386840505	1206.09389598963	12217.9228764466	85907.9636811554	43965.7805675913	12457.3513918852	113151.90626572	153719.311131902	11946.2513923538	17933.0642178744	254.172417317332	213.291086346993	0	0	3154.20202013086
S0114_30.2M	28916.4457311486	5677.01800055878	15105.7708530213	51223.8230258631	27530.6719458323	40021.8561259625	17122.3491266888	52472.3130371921	20481.3602413392	17172.3362012822	551.426446864442	365509.983126065	41808.1626585969	53561.808087834	6739.14364622644	62065.5763483392	71878.6480550736	85135.4516130229	9769.10076300996	9474.19465613988	2442.2449791318	3188.00532817422	1504.23302840338	1219.07267917292	9429.00429505624
S0312_30.6M	12727.2696532747	5175.83673454497	28379.0702135019	87338.1629022687	177307.106794977	11634.6674473237	7003.35781663901	283909.537806286	6689.66349417116	9075.31040559173	0	996.10198365531	15912.2126333605	64044.8956914701	51768.8504946679	8197.27235365664	81212.6404389593	112259.581752124	11335.7494154908	18780.6477142352	0	0	0	0	6252.06425380122
S0279_30.7M	11074.5867226191	3637.63230494076	19753.5583303159	90875.6624331644	116111.14677562	16116.345053304	4539.88783501238	228352.146489608	6999.32325087493	12928.1171482541	0	942.952660009812	16716.4555763727	106159.862737719	37759.1865516039	26974.8485558756	144226.914985892	129541.705862563	10896.5046799915	12478.7202641709	231.83765717468	0	0	0	3682.6041249116
S0274_30.8M	13183.9208554633	3697.61685642657	21645.4794481702	130833.190980808	161384.179125513	19990.5939388718	9690.97621567673	212187.658686382	6087.05711394355	8527.08065033428	0	2348.32977264789	24703.9136308636	51204.3159404364	32297.9062420741	21691.5833247655	156937.469413311	101530.95353041	9155.52989000651	9539.08257041655	0	415.289232434157	0	0	2947.87258104479
S0302_30.8M	15238.5557332876	4487.56164596005	27293.2335375498	117204.523703318	131495.614044893	18941.5530151315	8919.51918529946	238185.675538637	10793.3856198305	10035.1744974901	0	7367.39348468538	19124.0426885804	47271.4836413661	25603.3532973241	25869.8344986658	188720.437340717	87134.8390500501	3146.1082851502	9257.42004853575	143.00315304178	360.007173696341	0	0	3407.28081678875
S0307_30.9M	10330.2422764218	8402.06091450203	19162.9187096518	66130.3183659747	83686.5668299571	19687.1266768915	6055.07916960979	147510.660904627	7049.1442513172	12383.5638672951	0	6929.98471797319	16065.4226153305	105773.72555004	25585.22592576	60152.3048053443	199818.75478798	181239.691348829	11245.4198426489	8055.5291414735	0	0	0	0	4736.2592983729
S0323_30.9M	5382.38879173878	3725.73976803897	15012.1523708782	42982.2583106632	82108.8285618817	6558.06757171652	5696.06492863532	279612.904895165	4042.43743992652	4998.94396835774	0	1183.09521539768	5301.0322978229	198569.829666814	97342.6658434079	5166.09663573647	36297.8902012671	115151.667948152	46125.8198633811	41438.8364362086	0	209.223895903267	0	0	3094.05538890696
S0254_31M	19746.2776660512	6640.4219205739	28881.3109790144	77831.9037702296	165922.928246488	16503.7060110545	9743.66695726788	246043.239040071	8666.65024317563	15022.1113564807	630.004758104215	1821.41834965012	12355.4277846556	120195.393158503	61953.8920708391	2964.87494502355	16159.5892625913	132235.241953872	21495.641316283	27511.6814866652	413.372604023943	346.885365095594	572.862117018127	185.705417339815	6155.79321992858
S0338_31M	9066.98489655229	1655.52146498548	22883.7241160053	52961.2778247295	107856.867425334	8136.65534724837	11833.3852940729	406211.131946063	2815.4312545136	3533.832260038	818.648514334856	5461.8687340502	8317.1736126333	98863.0291146369	124480.099449359	4815.81773333738	8960.4779636843	42304.8328709108	33840.8498543545	39265.9176183998	0	169.032764312693	186.09888059688	361.96741862708	5199.37364122061
S0346_31M	12546.9483092714	6262.1651234559	26625.1629855111	47983.2284003427	128471.825824116	11955.8357956826	11031.6045814884	348380.969131699	3297.44180623175	4376.1181394125	1576.97972992686	1999.04924366981	7843.38333499283	127729.908877132	106672.318550083	1731.67125112818	13913.2153080133	55133.3213781532	26385.7549712074	48092.7023028181	465.625210096038	390.733612797721	860.366784497654	418.359238726015	5855.31010954722
S0368_31M	19014.1684685788	7013.24178892328	38826.3997535998	89241.8596094291	157941.347885407	16730.975323472	11346.1734165612	232829.961446472	10092.0235709006	12214.7615292624	1222.69902253061	815.761764099658	13200.8849172488	122851.178276468	59354.8344417086	5562.35699633542	23034.9704231554	120440.998632801	27919.140390553	23458.3698620856	1684.75487208072	201.968187403306	222.359574753247	0	4778.80984617081
S0449_31.2M	50908.4373844626	29575.8373825952	67454.8034464163	68621.9779368465	73307.5849082797	20451.966525254	22967.2444201499	66322.6994445464	34302.9551702252	115328.268411851	0	14758.3863550636	10977.6251483923	116568.19778527	22861.8340369584	64669.2116514285	33349.7184937057	21810.1583113883	100940.878133529	21594.200986925	0	0	0	0	43228.0140667117
S0049_31.3M	21672.9088136622	8688.47201009261	33535.0197434073	85718.9439413732	170249.412647079	74891.9141823766	13623.8923814756	109395.45826809	8376.79048622477	11559.5194514582	681.642519848882	82466.6017451451	37210.2562090967	122690.419321883	20212.8904706332	34395.6901290641	117866.917400924	31310.9796885099	2236.29921412299	8458.28340335788	223.627155048219	93.8293764137518	0	0	4440.23144071416
S0244_31.8M	26133.6260727707	2874.57759803626	24624.0935123808	195913.170695014	56982.6826607611	54619.8802988787	25073.6882778806	76621.3034896973	16511.0608591814	6382.91860156462	0	4848.7384206649	49690.9674982045	69493.2123695812	5476.81100853394	21073.7666118537	301164.743003222	54760.1521040459	2601.03845962367	2246.61870198955	270.938154589308	0	0	0	2636.01160152571
S0356_32M	16729.7854841831	12353.8177294747	31034.2691569823	57465.2264999553	109400.469022435	19134.0259405342	7473.12780836637	214962.937800454	11655.5866987019	17566.4388901311	2678.18232538535	2436.59020451527	9303.60967279309	105785.337067969	161232.297306901	3055.47501852125	9852.05989273441	123642.565828063	23723.4114786968	50371.9504595271	718.882364046206	1407.59884439879	664.163467286207	215.302688396029	7136.88834954909
S0395_32M	19582.6217619943	8973.20928051421	35473.636969792	70266.4085010739	157622.941400838	13256.2595122253	7839.20753035072	226290.969070372	10743.1234778695	16366.3874014198	2440.46817327447	2238.82231453916	10546.819041958	112312.209663374	87742.9719573987	5981.83556022704	12141.8304930103	134288.78324471	27022.1663619016	28827.0739947622	0	503.902559306418	0	0	9538.35172908924
S0400_32M	8703.69573097153	3539.55791917033	28254.8430405123	43914.0445886115	118725.063278495	18357.2790705674	8160.08143281547	407275.861045405	1986.42912651732	2968.21114937976	2406.65802478135	6021.28843557374	8393.55046143973	141076.743602321	61218.9794287153	4247.25368367797	18359.5476902179	48365.1371831573	33161.7095905825	29719.8732671782	0	496.921513397773	0	532.054830305309	4115.21590620651
S0427_32M	13725.411859348	4961.55929284707	25649.6636921272	60756.8806037414	137950.067737725	15283.3867839398	9150.6857721632	242585.666503494	5940.19847966506	9985.6237062211	0	1575.52524484793	10026.3556017297	153270.118068933	127138.105745104	4762.85490212199	21035.9027001459	57249.6280307123	59765.4981331581	29705.1758493557	664.052875748771	278.62299291797	0	298.322180101435	8240.69324385205
S0432_32M	17456.3741099333	8129.54094866367	30467.0422857438	69072.8227510299	157573.288202032	13532.276465537	10003.0407779805	192109.401809173	7025.614474508	11042.0900206982	311.4103378449	1766.0204645329	13410.8051347578	114975.983435387	109838.216838635	7571.92005008446	29540.5663308127	114038.738598675	63445.0675026713	18392.0629453323	306.494119176861	0	283.164822335594	275.381666612049	9432.67590784292
S0440_32M	9998.48240516585	2710.74178684473	25142.1583902483	54858.1907274037	151906.20727365	13973.5689226505	12103.9699787616	238964.087928477	3245.42009690259	8183.44975354362	737.24782850274	983.755737226792	8943.48896292737	136677.349619103	132008.749808545	2891.31098731481	19562.4501081082	67495.2002066635	74013.0270038292	26653.1381607975	362.804467853831	0	335.189017519478	325.975908706532	7924.0349192551
S0380_33M	17915.1463420956	8499.87370265973	30595.598583491	65738.138213363	125810.092963964	15266.8615355715	11618.4271434575	288364.809562286	11941.7234080302	18037.8116052233	471.782409526855	2045.96820905013	12161.6962369167	113948.38510572	92520.8260129563	3885.4591146371	17525.8675414396	109409.150524928	22520.4972455132	24824.0452128976	696.501608063614	0	0	208.599732290296	5992.73798591937
S0231_33.2M	57206.8506612082	2037.54275348183	22934.9700033903	94275.8996233892	111723.094213552	101477.130986035	47674.5178742354	75305.9541881014	37228.7123061789	5763.49785039383	82.709858722014	13216.1992398637	109740.975999956	41616.3216468521	2750.37433856845	21408.3166154317	190660.98915288	57701.0283388029	1668.8051552635	3463.83036813319	203.510306302613	0	0	0	1858.7685192584
PSE_93_35M	83912.5871222973	62576.8191522173	77926.4934460387	88640.3358914562	77087.8831893946	59380.450155809	37663.1388993221	7329.19516091422	128914.225868698	110320.710388547	702.589110378612	330.885334950658	559.847210351757	59402.9778059618	28198.955473316	6688.56862606856	1041.80357497209	12111.2213765625	41883.5648767486	32367.807699461	664.379828911286	4903.90350031458	325.694826645298	743.127052450615	76322.8344282121
S0057_38.9M	15816.1202590458	7022.36461534106	42615.3486572909	189608.091422934	333584.221048256	23440.211201035	14417.3249872912	157770.868194188	5859.19921849467	6670.53504472856	0	8908.42965313806	31062.4987989537	56974.5919165316	13450.4551614586	7887.84828986708	43053.7774324374	33319.3291943353	582.227641800019	5807.84464553689	249.523045492627	0	0	0	1899.18957184373
S0122_39.4M	23425.7510051647	7086.8759099194	35153.0200783454	73529.2544706029	156877.294447401	62225.7194419361	15337.1885730613	70811.6687856375	9041.09683069276	16464.8381836372	0	132178.757804646	33922.4404587291	113690.521924406	7992.61728802322	62578.1943161561	134670.735104475	33160.7033801246	2798.8997731368	2488.20695892015	0	391.448840565832	0	0	6174.76642441932
S0130_39.6M	26692.6514202632	7048.81832307168	34296.5841734655	76685.3564948012	113944.037074369	65227.3095694353	8758.06456222883	53276.3835933711	15190.4833433551	21988.9770432123	766.834528823764	120741.743674432	34884.009893534	83094.9162543154	5884.56129170681	73379.1692770346	174479.952315423	63599.3239256511	5283.1652206165	8783.44958659755	0	0	0	0	5994.20843429197
S0090_39.7M	135379.937904411	60568.738651389	17640.1648939892	67295.2264503616	173065.969742298	15046.5145685334	108557.722269769	42956.8277652651	7977.33901753615	4952.09885833482	19614.1517690622	42435.2988593263	216342.140688099	47206.549145685	2666.14059247181	2006.66210987714	13341.2535741784	7752.89757637551	2937.67828093386	2594.62199789627	1888.48410495409	1643.4325631292	1163.15938350157	1633.93883698288	3333.05039564052
S0072_39.9M	16714.9155083089	4685.28563966234	35853.3041878922	224544.780896288	240870.29983862	31674.9119027265	13047.4650486518	154280.926510068	7126.73665143844	8566.50450648943	0	4111.47246207691	28762.1220068243	64036.0277383501	5699.69332642396	12780.1953503343	84876.4948698707	52042.7352863574	1130.80773756073	6131.38965005824	308.398295224295	0	0	0	2755.53258677388
ANE_004_40M	39415.4481465412	16917.4401119849	14918.3262113828	32677.0269245915	26406.2911500281	13901.9566523189	15281.9357206774	113903.619401699	25019.9381377277	30590.8063183688	3665.31599422551	1426.50072396842	13692.7763289656	420914.936380384	16517.9210383991	9267.19614954268	8344.21424951613	117752.64097469	19636.2591871763	25007.0004694203	9155.27551037641	3795.49912865816	1603.30995898297	1399.63355164955	18788.7315787249
ANE_150_40M	55514.7268739261	22917.6666115417	49859.6700855619	67786.9924850631	75511.5411235776	26821.6771612185	20684.0620507821	159481.914206443	67719.430817677	56489.690785826	1193.54940416732	685.714564341496	3820.80592120325	159408.228745106	9215.63829798151	32115.6086668518	13569.78033595	72338.8320200267	26268.0765094462	44098.8312543964	7929.27159074939	3778.76942850867	180.882030291987	29.3183751611066	22579.3206542008
ASW_82_40M	64788.9842165945	46399.8456876309	49618.0497594172	74068.9148682198	66727.1029792449	42199.6177513381	20938.328238516	2526.4127908369	178211.477782348	81296.6320493114	2140.42991634741	2795.76873821787	3035.38811527303	107007.600835937	6803.17797774865	236.457973830078	99.9913476968104	2442.60854130474	12224.5919730472	96491.8879634174	91950.3443902139	11328.8928052866	27.41251850129	879.748635319834	35760.332144401
PON_137_40M	77854.370861164	72688.7581384373	69895.8326768553	83030.1864783532	76971.8418123925	51366.6991241108	32518.2476322827	1520.91355245297	182952.806501042	72134.7104399151	156.27952231747	834.134036057334	947.906612228606	175303.685100219	3375.70381050587	9070.78963273414	570.183333213344	1196.43967977457	10228.6475200229	3636.04212823573	31070.0938306996	4582.09232220229	71.0523348036033	0	38022.58291998
PSE_102_40M	25493.1706364182	11426.9761182701	14615.7603714903	28155.4674169527	22972.0639909542	15289.9906957081	7327.49834503742	25876.6076895309	90117.6266200487	28596.3884999088	527.388624816218	1332.05566140263	1736.52001198508	51423.6618593668	13062.0463315538	76157.5030920716	8071.51389727598	95880.1442656412	225313.10452292	199885.643954792	40727.8893524983	2380.11293709649	17.1269094295997	49.9684617291239	13563.7697331016
PSW_128_40M	29584.2959813069	15263.9630354923	20828.3715057699	34063.4639155062	28360.5356871098	17754.3411878972	10516.001513994	115506.220150838	162773.622578674	35590.8185436343	468.36100210794	909.037501817996	3021.60284541205	64626.8609849736	2517.09752678258	238116.16065178	11410.8805823223	15823.0958133786	93828.9005831043	68155.8770771733	12508.9684494162	2918.76776294002	38.7163418204912	0	15414.0387767484
S0105_40.1M	104489.92115904	130479.080672665	11263.4540002953	22867.1606783805	80452.065999401	14306.0614312809	188801.501891965	23920.3656976631	8051.01928399808	3562.51242541441	42268.2505700005	88475.4487371424	201526.504923213	33943.8957841283	1237.63568779262	2208.69593959375	10668.7224491419	5797.01898466188	4057.2870551501	1454.77024173854	3771.5159593722	2757.30079371308	3114.87899249492	4312.84825796177	6212.08238379199
S0491_40.7M	59100.6806819824	24762.9729327573	53155.6796836598	61961.4366044943	45523.5252772105	18314.2524188086	21916.309017292	40697.0344287688	39239.1101669375	116654.904366048	0	0	2402.93869319296	72410.5674462477	45038.9099426733	27189.3337823219	6570.05455215594	145961.624535634	123799.085135754	35451.3433451954	0	817.99872898572	0	0	59032.2382598802
S0450_40.8M	59753.8408659732	25457.4286484851	66859.0225986512	98444.0487937646	57363.2451767884	26187.8408859709	13478.9156642864	42538.9890047802	38098.4510181924	139733.364236868	0	18897.4626534252	0	136411.188155671	7155.76153651173	56774.8953072274	41753.8912171201	18070.3765328364	71242.5629003014	20276.9759308208	0	0	0	0	61501.7388723261
S0082_41.8M	31507.6267010509	6921.4704054545	30789.3719703513	117974.095334768	248737.097010585	77098.0005727323	20988.7537091428	142531.176577639	6976.91429794502	5804.22360552521	1400.17028576852	55427.2567801164	45105.522881086	66092.2593182608	11407.9266462793	11531.3845726875	74305.4378710873	34440.9648074476	1224.96259394017	6960.84294666727	229.677645152538	128.490717603562	212.195358784509	0	2204.17738992477
S0467_42.2M	7515.35300524725	12225.1641451231	37176.5656242412	39395.6603732473	52698.5561833431	38426.4303057753	5933.44005288264	152801.960279721	0	164028.929475159	0	0	0	47749.3471161138	113399.192784926	0	0	79546.0840924244	163623.073976909	77358.2936870124	0	0	0	0	8121.94889787469
PON_133_45M	35972.6207224219	16852.8747241603	17163.991355173	36814.0822739531	32669.6812981526	13967.1504975205	9583.06288448449	27699.6669191361	32921.9521623629	36594.0409727168	3634.2720800011	778.081116365643	1924.6952686038	87189.8526963514	302876.404637441	2510.18625282976	17919.3285217951	130723.779205837	100634.868204181	52578.0856672025	3950.60378031869	7369.56653931685	1824.94858396736	2446.32869388924	23399.8749418181
S0374_48M	22511.7802070919	5790.29940524206	28077.9810437208	79074.9709186131	163420.712703096	15150.4438431325	11241.2051082198	242316.489706067	9836.51754074461	13517.0615170011	425.622568502394	2129.75522342897	14973.2515039933	120581.056360922	82984.585774247	6843.68181343208	23151.9861783127	101284.028510068	22411.603110437	27879.7716704797	418.903287340148	175.763244049327	0	188.190047050183	5614.33871480856
S0098_48.1M	20406.1751514015	1613.62447385007	24535.055494081	205619.455005588	48938.9542281054	28692.9340972679	9845.52692582322	167281.105625823	10866.952519997	10825.2573085545	0	2091.43113201299	38407.3758219607	35359.6723909831	6414.76795451555	38356.2098944059	275111.906206087	58796.923850989	2468.22227634276	7629.95849277021	0	0	0	0	6738.49114944173
S0318_48.6M	18284.5141712635	7435.8179483204	36430.8084750373	77956.2602981872	168725.016622583	15685.5055329115	9944.65633904158	232410.909379826	8160.61629202164	11223.9835700853	1797.63525726356	1124.38911911094	17650.0051502242	134712.5856274	82066.0224383767	5023.05288441421	28768.5950619933	91175.0883464169	21010.1758962859	22922.9192797575	331.735515704048	927.929543144959	204.323286025896	99.3535965544064	5928.10036805112
S0285_48.9M	9739.95437445089	4456.09835374171	8030.18506972926	24890.3235790062	40196.0584668804	2697.55116069806	5126.52214369404	293044.411918115	6792.2940834657	14393.6226177141	448.86563288405	1647.11083903577	3130.96110974109	160451.765869942	95553.5528366347	17251.3757828888	66847.0820270307	189288.967121191	26507.0927811006	26028.2425071302	441.779414683661	185.361598788225	0	0	2850.82071145434
S0009_49M	91013.239850266	29610.1007037753	86580.7040806948	89546.7954242876	92047.4636732201	21477.9649619645	30953.2619716708	12559.8109047068	53687.0911446574	211059.341569508	0	0	939.345523146474	80066.6725601963	27289.9191061083	4858.84655210783	0	2964.08486451194	51824.5216221967	15521.4896017921	0	10232.5832440276	0	0	87766.762641161
S0177_49M	12292.6369202137	3417.09494388097	10198.9091616819	41436.2720110582	99154.3379004082	8512.99538067999	5958.2246764339	200105.043082604	6865.84628623455	7535.24537704901	0	1263.06326146385	12578.7985524657	325665.382571648	20152.7594047666	9044.29543644837	18323.7107715775	190719.870284657	5251.03392287115	14291.9042206157	169.386095681511	852.851259187872	156.492998360264	0	6053.84548001266
S0188_49M	11999.48592576	5958.57414172591	21712.6947426276	76276.4574243326	167508.676949781	12658.3110634911	6282.56165106324	280984.652550894	4996.78310613901	8528.94507113955	279.408558959067	466.040323008614	20675.8329101681	95864.9319911659	23744.3103659312	17422.8073427222	141143.007440261	85385.220770954	3025.01047786918	8801.07764249277	824.992652086788	0	0	0	5460.2168974277
S0190_49M	21882.1089237009	8545.73307734133	67545.9277626433	234966.330755138	328419.382187191	32144.5875703416	20361.1478846778	102295.253968099	9671.14358034086	7580.88121680459	0	2306.77688201572	40194.9856115733	21516.4834995766	6223.61648847531	4293.83612027149	60652.1236129599	17095.0745556711	4820.85398730659	4881.5880620662	94.5253794511226	317.287313600522	436.652134637474	0	3753.69942611674
S0192_49M	23945.6276903257	9266.84440075578	39165.9152373095	154272.496543404	221227.684188808	20340.0688180868	9910.03233266188	221374.339018206	8226.98465258676	15278.6019781318	427.174392688414	5842.5555754904	29278.385977986	47739.0395718898	20154.0329978026	9214.02114772349	120999.294908663	23846.2861163206	1051.08953466659	10091.6602490858	0	0	0	0	8347.86466740766
S0210_49M	0	24361.5455082617	0	47103.1306386386	65633.9998506456	0	11823.7896974583	17911.4251310651	72916.8024854077	61287.493504862	0	0	0	51901.0495944082	131818.660672989	0	0	0	228240.50793103	11858.0606471034	0	0	0	0	275143.534338131
